source_prefix	target_prefix	source_size	target_size	absolute_overlap	normalized_overlap
exo	oba	150	7787	66	0.44
aro	ino	6610	166	73	0.43976
ino	oba	166	7787	73	0.43976
sbo	scdo	694	1266	305	0.43948
omp	zfa	2006	3079	881	0.43918
doid	mpath	11207	841	369	0.43876
scdo	xco	1266	675	296	0.43852
phipo	scdo	920	1266	403	0.43804
aism	so	553	2386	242	0.43761
obi	trans	3735	32	14	0.4375
one	trans	69	32	14	0.4375
clyh	cteno	257	151	66	0.43709
scdo	wbls	1266	774	338	0.43669
oba	uberon	7787	14351	3391	0.43547
planp	scdo	673	1266	293	0.43536
to	vt	1606	3677	699	0.43524
clao	one	1495	69	30	0.43478
plana	zeco	646	161	70	0.43478
aism	nomen	553	260	113	0.43462
ino	po	166	1653	72	0.43373
sbo	uberon	694	14351	301	0.43372
cl	pato	2659	1875	812	0.43307
fbcv	omp	1132	2006	490	0.43286
colao	gecko	83	67	29	0.43284
cryoem	scdo	111	1266	48	0.43243
scdo	spd	1266	757	327	0.43197
amphx	lepao	399	132	57	0.43182
bspo	mondo	139	22784	60	0.43165
bspo	scdo	139	1266	60	0.43165
mmo	uberon	695	14351	300	0.43165
amphx	ddanat	399	130	56	0.43077
ddanat	scdo	130	1266	56	0.43077
hom	ncro	65	2543	28	0.43077
hom	pato	65	1875	28	0.43077
vt	wbbt	3677	6763	1583	0.43051
eco	zfa	2007	3079	864	0.43049
rxno	scdo	653	1266	281	0.43032
edam.operation	mi	558	1389	240	0.43011
poro	vt	607	3677	261	0.42998
ddpheno	fbcv	961	1132	413	0.42976
efo	pdumdv	15540	21	9	0.42857
fao	hog	112	1176	48	0.42857
pdumdv	phipo	21	920	9	0.42857
pdumdv	poro	21	607	9	0.42857
pdumdv	spd	21	757	9	0.42857
pdumdv	wbls	21	774	9	0.42857
cvdo	vt	290	3677	124	0.42759
ncro	plana	2543	646	276	0.42724
apo	obi	309	3735	132	0.42718
mp	oba	13569	7787	3326	0.42712
cvdo	omit	290	89	38	0.42697
oba	omit	7787	89	38	0.42697
omit	pato	89	1875	38	0.42697
omit	poro	89	607	38	0.42697
cvdo	zfs	290	54	23	0.42593
fovt	zfs	313	54	23	0.42593
pato	zfs	1875	54	23	0.42593
psdo	zfs	74	54	23	0.42593
cl	oba	2659	7787	1131	0.42535
geno	ncro	221	2543	94	0.42534
cvdo	uberon	290	14351	123	0.42414
eco	xco	2007	675	286	0.4237
nbo	omp	928	2006	393	0.42349
edam.data	mi	1140	1389	482	0.42281
eco	rxno	2007	653	276	0.42266
lbo	uberon	1108	14351	468	0.42238
colao	scdo	83	1266	35	0.42169
apo	plana	309	646	130	0.42071
ddpheno	one	961	69	29	0.42029
symp	vt	897	3677	377	0.42029
cro	scdo	81	1266	34	0.41975
fao	mco	112	839	47	0.41964
fbcv	hog	1132	1176	475	0.41961
ncro	phipo	2543	920	386	0.41957
mco	scdo	839	1266	352	0.41955
scdo	to	1266	1606	531	0.41943
mmusdv	ncro	105	2543	44	0.41905
aro	psdo	6610	74	31	0.41892
fao	psdo	112	74	31	0.41892
po	psdo	1653	74	31	0.41892
ogms	zeco	117	161	49	0.4188
aro	gecko	6610	67	28	0.41791
hog	pato	1176	1875	491	0.41752
edam.topic	mi	209	1389	87	0.41627
omit	scdo	89	1266	37	0.41573
obi	zfa	3735	3079	1280	0.41572
hsapdv	mondo	243	22784	101	0.41564
mop	scdo	3582	1266	526	0.41548
wbbt	zfa	6763	3079	1279	0.41539
hom	oba	65	7787	27	0.41538
cryoem	ncro	111	2543	46	0.41441
chmo	lpt	2908	481	199	0.41372
eco	sbo	2007	694	287	0.41354
cmpo	lpt	399	481	165	0.41353
xao	zfa	1720	3079	709	0.41221
ma	oba	3230	7787	1331	0.41207
go	po	43248	1653	681	0.41198
cl	ncro	2659	2543	1047	0.41172
hao	vt	2465	3677	1014	0.41136
fao	scdo	112	1266	46	0.41071
chmo	vt	2908	3677	1193	0.41025
amphx	bspo	399	139	57	0.41007
eco	mmo	2007	695	285	0.41007
scdo	taxrank	1266	61	25	0.40984
colao	cvdo	83	290	34	0.40964
mp	omp	13569	2006	821	0.40927
mp	scdo	13569	1266	518	0.40916
ddpheno	eco	961	2007	393	0.40895
to	vsmo	1606	1902	656	0.40847
ddpheno	vt	961	3677	392	0.40791
bto	lpt	6511	481	196	0.40748
cro	ncro	81	2543	33	0.40741
geno	scdo	221	1266	90	0.40724
lbo	plana	1108	646	263	0.40712
plana	sbo	646	694	263	0.40712
efo	go	15540	43248	6314	0.40631
one	phipo	69	920	28	0.4058
nbo	plana	928	646	262	0.40557
plana	wbls	646	774	262	0.40557
plana	xco	646	675	262	0.40557
clyh	psdo	257	74	30	0.40541
lbo	lpt	1108	481	195	0.40541
lpt	omp	481	2006	195	0.40541
lpt	rs	481	5020	195	0.40541
lpt	sbo	481	694	195	0.40541
cvdo	olatdv	290	47	19	0.40426
lpt	olatdv	481	47	19	0.40426
obi	olatdv	3735	47	19	0.40426
olatdv	plana	47	646	19	0.40426
mmo	plana	695	646	261	0.40402
mop	vt	3582	3677	1447	0.40396
cl	lpt	2659	481	194	0.40333
lpt	ma	481	3230	194	0.40333
lpt	mmo	481	695	194	0.40333
lpt	mop	481	3582	194	0.40333
lpt	wbls	481	774	194	0.40333
pw	vt	2600	3677	1048	0.40308
gecko	psdo	67	74	27	0.40299
vt	xao	3677	1720	692	0.40233
clao	pato	1495	1875	601	0.40201
vt	wbphenotype	3677	2633	1058	0.40182
pato	zfa	1875	3079	753	0.4016
ma	vt	3230	3677	1297	0.40155
lpt	wbphenotype	481	2633	193	0.40125
lpt	xco	481	675	193	0.40125
plana	vt	646	3677	259	0.40093
doid	edam.format	11207	347	139	0.40058
clyh	exo	257	150	60	0.4
cvdo	hom	290	65	26	0.4
gecko	hom	67	65	26	0.4
hom	psdo	65	74	26	0.4
hom	scdo	65	1266	26	0.4
fypo	po	7674	1653	660	0.39927
cl	zfa	2659	3079	1060	0.39865
ddpheno	go	961	43248	383	0.39854
oba	vt	7787	3677	1464	0.39815
plana	to	646	1606	257	0.39783
cmo	vt	3025	3677	1202	0.39736
lbo	xao	1108	1720	440	0.39711
mop	omp	3582	2006	796	0.39681
maxo	vsmo	1387	1902	550	0.39654
ma	xao	3230	1720	681	0.39593
cmo	lpt	3025	481	190	0.39501
cvdo	taxrank	290	61	24	0.39344
oba	taxrank	7787	61	24	0.39344
taxrank	vbo	61	18556	24	0.39344
exo	zeco	150	161	59	0.39333
nbo	vt	928	3677	365	0.39332
aro	ogms	6610	117	46	0.39316
ogms	po	117	1653	46	0.39316
cvdo	oarcs	290	307	114	0.3931
ms	tto	2937	38640	1154	0.39292
fao	poro	112	607	44	0.39286
fao	wbbt	112	6763	44	0.39286
aism	plana	553	646	217	0.39241
cvdo	ddanat	290	130	51	0.39231
icepo	scdo	51	1266	20	0.39216
ncro	psdo	2543	74	29	0.39189
lpt	rxno	481	653	188	0.39085
dermo	vt	3401	3677	1329	0.39077
so	vt	2386	3677	932	0.39061
hp	uberon	16614	14351	5603	0.39043
hp	scdo	16614	1266	494	0.39021
amphx	cdao	399	131	51	0.38931
uberon	wbls	14351	774	301	0.38889
lpt	nbo	481	928	187	0.38877
nomen	plana	260	646	101	0.38846
clyh	gecko	257	67	26	0.38806
gecko	po	67	1653	26	0.38806
fbcv	oba	1132	7787	439	0.38781
omp	xao	2006	1720	667	0.38779
vsmo	vt	1902	3677	737	0.38749
fypo	lpt	7674	481	186	0.38669
ncro	to	2543	1606	621	0.38667
dermo	xao	3401	1720	665	0.38663
cio	cvdo	44	290	17	0.38636
cio	pato	44	1875	17	0.38636
mondo	scdo	22784	1266	488	0.38547
ncro	vt	2543	3677	980	0.38537
lpt	pw	481	2600	185	0.38462
lpt	to	481	1606	185	0.38462
mod	xlmod	1978	1101	423	0.3842
fao	fbcv	112	1132	43	0.38393
clao	plana	1495	646	248	0.3839
plana	rxno	646	653	248	0.3839
lpt	maxo	481	1387	184	0.38254
fbcv	vt	1132	3677	432	0.38163
fbcv	wbbt	1132	6763	432	0.38163
go	oba	43248	7787	2968	0.38115
eco	pdumdv	2007	21	8	0.38095
mco	pdumdv	839	21	8	0.38095
mmo	pdumdv	695	21	8	0.38095
nbo	pdumdv	928	21	8	0.38095
dermo	lpt	3401	481	183	0.38046
lpt	xao	481	1720	183	0.38046
clyh	ino	257	166	63	0.37952
efo	obi	15540	3735	1417	0.37938
eco	phipo	2007	920	349	0.37935
oba	vsmo	7787	1902	721	0.37907
cmpo	plana	399	646	151	0.37845
cryoem	cvdo	111	290	42	0.37838
hao	lpt	2465	481	182	0.37838
maxo	scdo	1387	1266	479	0.37836
amphx	cteno	399	151	57	0.37748
eco	poro	2007	607	229	0.37727
fovt	taxrank	313	61	23	0.37705
ddanat	oba	130	7787	49	0.37692
ddanat	pato	130	1875	49	0.37692
nomen	po	260	1653	98	0.37692
fbcv	vsmo	1132	1902	426	0.37633
mco	plana	839	646	243	0.37616
aism	cmpo	553	399	150	0.37594
cvdo	eco	290	2007	109	0.37586
symp	xao	897	1720	337	0.3757
gecko	trans	67	32	12	0.375
oba	trans	7787	32	12	0.375
cmo	oba	3025	7787	1134	0.37488
chebi	edam.format	163657	347	130	0.37464
efo	hp	15540	16614	5819	0.37445
go	zp	43248	36602	13698	0.37424
colao	ncro	83	2543	31	0.37349
colao	oba	83	7787	31	0.37349
scdo	symp	1266	897	335	0.37347
amphx	xao	399	1720	149	0.37343
plana	zfa	646	3079	241	0.37307
bfo	oba	35	7787	13	0.37143
bfo	pato	35	1875	13	0.37143
lepao	ncro	132	2543	49	0.37121
nbo	uberon	928	14351	344	0.37069
cro	cvdo	81	290	30	0.37037
scdo	zfs	1266	54	20	0.37037
doid	ncbitaxon	11207	2438855	4145	0.36986
eco	wbls	2007	774	286	0.36951
ddanat	mondo	130	22784	48	0.36923
aism	vsmo	553	1902	204	0.3689
mi	ncbitaxon	1389	2438855	512	0.36861
plana	spd	646	757	238	0.36842
lbo	omp	1108	2006	408	0.36823
clao	lpt	1495	481	177	0.36798
ncro	zfa	2543	3079	935	0.36768
edam.operation	ncbitaxon	558	2438855	205	0.36738
clao	eco	1495	2007	549	0.36722
fao	fovt	112	313	41	0.36607
to	xao	1606	1720	586	0.36488
amphx	psdo	399	74	27	0.36486
hog	scdo	1176	1266	429	0.3648
cteno	zeco	151	161	55	0.36424
lpt	spd	481	757	175	0.36383
cio	one	44	69	16	0.36364
cio	scdo	44	1266	16	0.36364
hog	wbbt	1176	6763	427	0.3631
xpo	zp	20061	36602	7266	0.3622
aism	lpt	553	481	174	0.36175
lpt	zfa	481	3079	174	0.36175
aism	olatdv	553	47	17	0.3617
olatdv	zeco	47	161	17	0.3617
ddanat	ncro	130	2543	47	0.36154
cdno	colao	799	83	30	0.36145
ino	mondo	166	22784	60	0.36145
doid	edam.data	11207	1140	410	0.35965
eco	lbo	2007	1108	396	0.3574
fao	ogms	112	117	40	0.35714
clao	wbbt	1495	6763	533	0.35652
nbo	scdo	928	1266	330	0.3556
spd	uberon	757	14351	269	0.35535
ddpheno	scdo	961	1266	341	0.35484
fovt	scdo	313	1266	111	0.35463
plana	poro	646	607	215	0.3542
amphx	exo	399	150	53	0.35333
exo	mondo	150	22784	53	0.35333
fbcv	icepo	1132	51	18	0.35294
icepo	oba	51	7787	18	0.35294
cvdo	mmusdv	290	105	37	0.35238
fbcv	zfs	1132	54	19	0.35185
oba	zfs	7787	54	19	0.35185
cryoem	pato	111	1875	39	0.35135
lpt	mco	481	839	169	0.35135
eco	maxo	2007	1387	486	0.3504
omp	symp	2006	897	314	0.35006
lpt	so	481	2386	168	0.34927
eco	hog	2007	1176	410	0.34864
obi	scdo	3735	1266	440	0.34755
cvdo	nomen	290	260	90	0.34615
cl	wbbt	2659	6763	920	0.34599
scdo	vto	1266	107005	438	0.34597
cvdo	hsapdv	290	243	84	0.34568
geno	pato	221	1875	76	0.34389
scdo	trans	1266	32	11	0.34375
aism	lbo	553	1108	190	0.34358
aism	sbo	553	694	190	0.34358
cdao	ncro	131	2543	45	0.34351
cdao	pato	131	1875	45	0.34351
fao	gecko	112	67	23	0.34328
bfo	cvdo	35	290	12	0.34286
bfo	fbcv	35	1132	12	0.34286
bfo	scdo	35	1266	12	0.34286
ms	scdo	2937	1266	434	0.34281
efo	uberon	15540	14351	4914	0.34242
chmo	oba	2908	7787	995	0.34216
clyh	ogms	257	117	40	0.34188
mondo	ogms	22784	117	40	0.34188
aism	mmo	553	695	189	0.34177
aism	wbls	553	774	189	0.34177
aism	xco	553	675	189	0.34177
hsapdv	oba	243	7787	83	0.34156
cio	oba	44	7787	15	0.34091
maxo	plana	1387	646	220	0.34056
olatdv	pato	47	1875	16	0.34043
fao	oba	112	7787	38	0.33929
fao	symp	112	897	38	0.33929
cl	vt	2659	3677	902	0.33923
oarcs	po	307	1653	104	0.33876
fovt	hom	313	65	22	0.33846
peco	po	550	1653	186	0.33818
hp	oba	16614	7787	2607	0.33479
mco	uberon	839	14351	280	0.33373
ecao	pdumdv	465	21	7	0.33333
fbcv	pdumdv	1132	21	7	0.33333
pdumdv	rxno	21	653	7	0.33333
pdumdv	sbo	21	694	7	0.33333
pdumdv	xco	21	675	7	0.33333
peco	zfa	550	3079	183	0.33273
lbo	ncro	1108	2543	368	0.33213
cteno	mondo	151	22784	50	0.33113
bspo	pato	139	1875	46	0.33094
aism	nbo	553	928	183	0.33092
aism	rxno	553	653	183	0.33092
oba	vto	7787	107005	2564	0.32927
cvdo	zeco	290	161	53	0.32919
eco	spd	2007	757	249	0.32893
eco	rs	2007	5020	658	0.32785
oba	zfa	7787	3079	1009	0.3277
aism	obi	553	3735	181	0.32731
po	wbbt	1653	6763	540	0.32668
cvdo	exo	290	150	49	0.32667
lpt	oba	481	7787	157	0.3264
amphx	cl	399	2659	130	0.32581
geno	uberon	221	14351	72	0.32579
lepao	pato	132	1875	43	0.32576
chebi	edam.data	163657	1140	371	0.32544
amphx	ino	399	166	54	0.3253
cteno	ncro	151	2543	49	0.3245
cteno	pato	151	1875	49	0.3245
maxo	ncro	1387	2543	450	0.32444
clyh	vt	257	3677	83	0.32296
eco	planp	2007	673	217	0.32244
eco	ma	2007	3230	647	0.32237
aism	omp	553	2006	178	0.32188
aism	to	553	1606	178	0.32188
cro	pato	81	1875	26	0.32099
hsapdv	po	243	1653	78	0.32099
cdao	cvdo	131	290	42	0.32061
cdao	mondo	131	22784	42	0.32061
vt	zfa	3677	3079	987	0.32056
omp	plana	2006	646	207	0.32043
apo	po	309	1653	99	0.32039
chmo	eco	2908	2007	643	0.32038
cmo	eco	3025	2007	643	0.32038
exo	pato	150	1875	48	0.32
pato	vt	1875	3677	600	0.32
cvdo	ino	290	166	53	0.31928
plana	symp	646	897	206	0.31889
eco	mco	2007	839	267	0.31824
cio	gecko	44	67	14	0.31818
cvdo	lepao	290	132	42	0.31818
eco	wbphenotype	2007	2633	638	0.31789
eco	pw	2007	2600	637	0.31739
bspo	oba	139	7787	44	0.31655
amphx	to	399	1606	126	0.31579
nomen	pato	260	1875	82	0.31538
planp	uberon	673	14351	212	0.31501
vbo	zfs	18556	54	17	0.31481
aism	fbcv	553	1132	174	0.31465
bfo	gecko	35	67	11	0.31429
bfo	geno	35	221	11	0.31429
bfo	mondo	35	22784	11	0.31429
bfo	vbo	35	18556	11	0.31429
mmusdv	pato	105	1875	33	0.31429
eco	hao	2007	2465	630	0.3139
gecko	icepo	67	51	16	0.31373
icepo	one	51	69	16	0.31373
scdo	uberon	1266	14351	397	0.31359
gecko	geno	67	221	21	0.31343
gecko	mondo	67	22784	21	0.31343
gecko	ncro	67	2543	21	0.31343
aism	clao	553	1495	173	0.31284
aism	spd	553	757	173	0.31284
bto	po	6511	1653	517	0.31276
pato	trans	1875	32	10	0.3125
eco	mop	2007	3582	627	0.31241
po	uberon	1653	14351	516	0.31216
clyh	uberon	257	14351	80	0.31128
cteno	cvdo	151	290	47	0.31126
pato	plana	1875	646	201	0.31115
aism	zfa	553	3079	172	0.31103
ddpheno	xao	961	1720	298	0.31009
lpt	vsmo	481	1902	149	0.30977
oba	pato	7787	1875	579	0.3088
plana	planp	646	673	199	0.30805
ogms	pato	117	1875	36	0.30769
dermo	eco	3401	2007	617	0.30742
ino	ncro	166	2543	51	0.30723
exo	ncro	150	2543	46	0.30667
oba	obi	7787	3735	1144	0.30629
aism	mco	553	839	169	0.30561
eco	nbo	2007	928	283	0.30496
scdo	vt	1266	3677	386	0.3049
nomen	one	260	69	21	0.30435
fao	peco	112	550	34	0.30357
ncro	omit	2543	89	27	0.30337
pato	poro	1875	607	184	0.30313
ino	pato	166	1875	50	0.3012
pato	sbo	1875	694	209	0.30115
mmo	pato	695	1875	209	0.30072
cvdo	pato	290	1875	87	0.3
lpt	planp	481	673	144	0.29938
cvdo	ogms	290	117	35	0.29915
pato	rxno	1875	653	195	0.29862
cdao	olatdv	131	47	14	0.29787
cteno	olatdv	151	47	14	0.29787
exo	olatdv	150	47	14	0.29787
pato	xco	1875	675	201	0.29778
cvdo	psdo	290	74	22	0.2973
psdo	zeco	74	161	22	0.2973
eco	so	2007	2386	596	0.29696
gecko	zfs	67	54	16	0.2963
one	zfs	69	54	16	0.2963
lepao	mondo	132	22784	39	0.29545
go	scdo	43248	1266	374	0.29542
ncbitaxon	scdo	2438855	1266	374	0.29542
gecko	taxrank	67	61	18	0.29508
icepo	vbo	51	18556	15	0.29412
eco	po	2007	1653	486	0.29401
phipo	xao	920	1720	270	0.29348
cdno	omit	799	89	26	0.29213
mondo	omit	22784	89	26	0.29213
oba	wbphenotype	7787	2633	769	0.29206
edam.topic	ncbitaxon	209	2438855	61	0.29187
fbcv	ncro	1132	2543	329	0.29064
cdao	zeco	131	161	38	0.29008
nbo	pato	928	1875	269	0.28987
aro	one	6610	69	20	0.28986
oba	to	7787	1606	465	0.28954
cryoem	mondo	111	22784	32	0.28829
cmpo	pato	399	1875	115	0.28822
bspo	cvdo	139	290	40	0.28777
ddpheno	omp	961	2006	276	0.2872
pato	planp	1875	673	193	0.28678
bfo	one	35	69	10	0.28571
pdumdv	planp	21	673	6	0.28571
pdumdv	vt	21	3677	6	0.28571
eco	fbcv	2007	1132	323	0.28534
omp	to	2006	1606	458	0.28518
cmo	xao	3025	1720	490	0.28488
clyh	lpt	257	481	73	0.28405
mondo	psdo	22784	74	21	0.28378
cvdo	gecko	290	67	19	0.28358
amphx	so	399	2386	113	0.28321
to	wbbt	1606	6763	453	0.28207
obi	xao	3735	1720	484	0.2814
mondo	trans	22784	32	9	0.28125
pato	phipo	1875	920	258	0.28043
oarcs	oba	307	7787	86	0.28013
lpt	scdo	481	1266	134	0.27859
cl	xao	2659	1720	479	0.27849
obi	vt	3735	3677	1024	0.27849
mondo	zfs	22784	54	15	0.27778
pato	wbls	1875	774	215	0.27778
agro	ontoavida	772	670	186	0.27761
clao	xao	1495	1720	415	0.27759
colao	fovt	83	313	23	0.27711
hom	mondo	65	22784	18	0.27692
ino	olatdv	166	47	13	0.2766
lepao	olatdv	132	47	13	0.2766
ogms	olatdv	117	47	13	0.2766
cl	clyh	2659	257	71	0.27626
mmusdv	mondo	105	22784	29	0.27619
oba	pw	7787	2600	718	0.27615
phipo	plana	920	646	178	0.27554
fovt	one	313	69	19	0.27536
hog	one	1176	69	19	0.27536
one	poro	69	607	19	0.27536
eco	to	2007	1606	442	0.27522
fovt	lbo	313	1108	86	0.27476
fbcv	lpt	1132	481	132	0.27443
eco	plana	2007	646	177	0.27399
edam.format	mi	347	1389	95	0.27378
amphx	ogms	399	117	32	0.2735
geno	ogms	221	117	32	0.2735
ncro	ogms	2543	117	32	0.2735
oba	zeco	7787	161	44	0.27329
cio	fbcv	44	1132	12	0.27273
lpt	poro	481	607	131	0.27235
cro	mondo	81	22784	22	0.2716
cl	fovt	2659	313	85	0.27157
cdno	cryoem	799	111	30	0.27027
gecko	pato	67	1875	18	0.26866
ddpheno	lpt	961	481	129	0.26819
lpt	phipo	481	920	129	0.26819
pato	spd	1875	757	203	0.26816
cvdo	fao	290	112	30	0.26786
aro	hsapdv	6610	243	65	0.26749
maxo	xao	1387	1720	371	0.26748
cdno	mmusdv	799	105	28	0.26667
eco	lpt	2007	481	128	0.26611
oba	omp	7787	2006	532	0.2652
colao	mondo	83	22784	22	0.26506
wbphenotype	xao	2633	1720	454	0.26395
lbo	pato	1108	1875	291	0.26264
ms	oba	2937	7787	771	0.26251
one	taxrank	69	61	16	0.2623
mco	pato	839	1875	220	0.26222
omp	one	2006	69	18	0.26087
po	zfa	1653	3079	431	0.26074
amphx	ncbitaxon	399	2438855	104	0.26065
ddpheno	plana	961	646	168	0.26006
exo	geno	150	221	39	0.26
cdno	fao	799	112	29	0.25893
eco	symp	2007	897	232	0.25864
symp	uberon	897	14351	232	0.25864
bfo	zeco	35	161	9	0.25714
aro	clyh	6610	257	66	0.25681
bto	clyh	6511	257	66	0.25681
chmo	clyh	2908	257	66	0.25681
clyh	flopo	257	23226	66	0.25681
clyh	lbo	257	1108	66	0.25681
clyh	mop	257	3582	66	0.25681
clyh	oarcs	257	307	66	0.25681
clyh	omp	257	2006	66	0.25681
clyh	rs	257	5020	66	0.25681
clyh	sbo	257	694	66	0.25681
clyh	wbls	257	774	66	0.25681
clyh	xco	257	675	66	0.25681
pato	psdo	1875	74	19	0.25676
chebi	edam.operation	163657	558	143	0.25627
fbcv	scdo	1132	1266	290	0.25618
lpt	plana	481	646	123	0.25572
fovt	to	313	1606	80	0.25559
omp	phipo	2006	920	235	0.25543
bspo	olatdv	139	47	12	0.25532
ddanat	olatdv	130	47	12	0.25532
aism	cvdo	553	290	74	0.25517
cvdo	lpt	290	481	74	0.25517
aism	planp	553	673	141	0.25497
icepo	mondo	51	22784	13	0.2549
clao	omp	1495	2006	381	0.25485
chmo	xao	2908	1720	438	0.25465
omp	po	2006	1653	420	0.25408
hao	oba	2465	7787	626	0.25396
amphx	gecko	399	67	17	0.25373
aism	maxo	553	1387	140	0.25316
clyh	cmo	257	3025	65	0.25292
clyh	hao	257	2465	65	0.25292
clyh	ma	257	3230	65	0.25292
clyh	mmo	257	695	65	0.25292
clyh	vsmo	257	1902	65	0.25292
clyh	wbphenotype	257	2633	65	0.25292
clyh	zp	257	36602	65	0.25292
so	xao	2386	1720	434	0.25233
cteno	geno	151	221	38	0.25166
aro	oarcs	6610	307	77	0.25081
cdno	obi	799	3735	200	0.25031
aro	nomen	6610	260	65	0.25
cvdo	trans	290	32	8	0.25
fbcv	trans	1132	32	8	0.25
lepao	zeco	132	161	33	0.25
aism	poro	553	607	138	0.24955
hog	plana	1176	646	160	0.24768
envo	fbbt	3360	17570	832	0.24762
hog	xao	1176	1720	291	0.24745
cdno	cro	799	81	20	0.24691
pw	xao	2600	1720	424	0.24651
bspo	one	139	69	17	0.24638
one	peco	69	550	17	0.24638
hom	one	65	69	16	0.24615
chebi	mpath	163657	841	207	0.24614
clyh	pw	257	2600	63	0.24514
bspo	ncro	139	2543	34	0.2446
maxo	pato	1387	1875	339	0.24441
clyh	hsapdv	257	243	59	0.2428
apo	pato	309	1875	75	0.24272
scdo	vsmo	1266	1902	306	0.24171
clyh	dermo	257	3401	62	0.24125
clyh	fypo	257	7674	62	0.24125
clyh	mro	257	51242	62	0.24125
clyh	nbo	257	928	62	0.24125
geno	omp	221	2006	53	0.23982
doid	vto	11207	107005	2686	0.23967
fovt	go	313	43248	75	0.23962
maxo	omp	1387	2006	331	0.23864
amphx	vt	399	3677	95	0.2381
olatdv	pdumdv	47	21	5	0.2381
omp	pdumdv	2006	21	5	0.2381
pdumdv	scdo	21	1266	5	0.2381
hao	xao	2465	1720	409	0.23779
apo	clyh	309	257	61	0.23735
clyh	hp	257	16614	61	0.23735
clyh	rxno	257	653	61	0.23735
omp	vt	2006	3677	476	0.23729
aism	pato	553	1875	130	0.23508
eco	obi	2007	3735	471	0.23468
cryoem	olatdv	111	47	11	0.23404
amphx	one	399	69	16	0.23188
clyh	one	257	69	16	0.23188
colao	one	83	69	16	0.23188
cryoem	one	111	69	16	0.23188
cteno	one	151	69	16	0.23188
ddanat	one	130	69	16	0.23188
exo	one	150	69	16	0.23188
hsapdv	one	243	69	16	0.23188
lepao	one	132	69	16	0.23188
lpt	one	481	69	16	0.23188
mmo	one	695	69	16	0.23188
nbo	one	928	69	16	0.23188
oarcs	one	307	69	16	0.23188
one	sbo	69	694	16	0.23188
one	wbls	69	774	16	0.23188
one	xco	69	675	16	0.23188
cmpo	geno	399	221	51	0.23077
nomen	oba	260	7787	60	0.23077
hog	omp	1176	2006	271	0.23044
apo	aro	309	6610	71	0.22977
apo	oba	309	7787	71	0.22977
aism	phipo	553	920	127	0.22966
aism	clyh	553	257	59	0.22957
clyh	plana	257	646	59	0.22957
clyh	po	257	1653	59	0.22957
mondo	taxrank	22784	61	14	0.22951
cdno	hp	799	16614	183	0.22904
omp	rs	2006	5020	459	0.22881
cdno	lepao	799	132	30	0.22727
cio	mondo	44	22784	10	0.22727
oba	so	7787	2386	541	0.22674
lpt	symp	481	897	109	0.22661
pato	symp	1875	897	203	0.22631
geno	plana	221	646	50	0.22624
ncro	scdo	2543	1266	286	0.22591
clyh	eco	257	2007	58	0.22568
clyh	zfa	257	3079	58	0.22568
oarcs	pato	307	1875	69	0.22476
fovt	omit	313	89	20	0.22472
eco	vt	2007	3677	451	0.22471
aism	ddpheno	553	961	124	0.22423
aism	ncro	553	2543	124	0.22423
cdno	ddanat	799	130	29	0.22308
cmpo	po	399	1653	89	0.22306
clao	clyh	1495	257	57	0.22179
scdo	xao	1266	1720	279	0.22038
geno	trans	221	32	7	0.21875
hsapdv	ncro	243	2543	53	0.21811
apo	one	309	69	15	0.21739
cdao	one	131	69	15	0.21739
cdno	one	799	69	15	0.21739
ino	one	166	69	15	0.21739
mmusdv	one	105	69	15	0.21739
omit	one	89	69	15	0.21739
one	rxno	69	653	15	0.21739
geno	ino	221	166	36	0.21687
hog	lpt	1176	481	104	0.21622
bspo	cdno	139	799	30	0.21583
chebi	edam.topic	163657	209	45	0.21531
phipo	wbbt	920	6763	197	0.21413
clyh	spd	257	757	55	0.21401
hsapdv	pato	243	1875	52	0.21399
cdao	cdno	131	799	28	0.21374
geno	xao	221	1720	47	0.21267
ncro	nomen	2543	260	55	0.21154
amphx	lpt	399	481	83	0.20802
aism	eco	553	2007	115	0.20796
cryoem	fovt	111	313	23	0.20721
eco	ncro	2007	2543	413	0.20578
cio	geno	44	221	9	0.20455
plana	scdo	646	1266	131	0.20279
cdno	psdo	799	74	15	0.2027
aism	symp	553	897	112	0.20253
clyh	cmpo	257	399	52	0.20233
fbcv	pato	1132	1875	229	0.2023
eco	scdo	2007	1266	256	0.20221
chmo	omp	2908	2006	405	0.20189
ma	omp	3230	2006	405	0.20189
lpt	obi	481	3735	97	0.20166
amphx	hsapdv	399	243	49	0.20165
fovt	po	313	1653	63	0.20128
cl	omp	2659	2006	403	0.2009
cmo	omp	3025	2006	403	0.2009
fovt	mmusdv	313	105	21	0.2
cdno	cteno	799	151	30	0.19868
cdao	geno	131	221	26	0.19847
clyh	nomen	257	260	51	0.19844
clyh	phipo	257	920	51	0.19844
omp	wbphenotype	2006	2633	397	0.19791
fbcv	po	1132	1653	224	0.19788
geno	taxrank	221	61	12	0.19672
ncro	poro	2543	607	119	0.19605
ncro	oarcs	2543	307	60	0.19544
omp	pw	2006	2600	392	0.19541
maxo	wbbt	1387	6763	271	0.19539
aism	geno	553	221	43	0.19457
ncro	xao	2543	1720	333	0.1936
cdno	exo	799	150	29	0.19333
cl	po	2659	1653	317	0.19177
olatdv	omit	47	89	9	0.19149
olatdv	po	47	1653	9	0.19149
apo	pdumdv	309	21	4	0.19048
